source,item_seq,family,dimension,score
Human,61,ULM,Exclusiveness,5.0
Human,61,ULM,Explanation score,4.333333333333333
Human,61,ULM,Explicitness,3.6666666666666665
Human,61,ULM,Fairness,3.0
Human,61,ULM,Feedback,3.6666666666666665
Human,61,ULM,Fluency,5.0
Human,61,ULM,Focus,4.333333333333333
Human,61,ULM,Goal alignment,5.0
Human,61,ULM,Guess resistance,4.0
Human,61,ULM,Plausibility,4.0
Human,61,ULM,Reasoning,3.0
Human,61,ULM,Solvability,5.0
Human,62,QGval,Answer consistency,5.0
Human,62,QGval,Answerability,5.0
Human,62,QGval,Clarity,5.0
Human,62,QGval,Conciseness,5.0
Human,62,QGval,Consistency,5.0
Human,62,QGval,Fluency,5.0
Human,62,QGval,Relevance,5.0
Human,62,ULM,Absoluteness,5.0
Human,62,ULM,Completeness,5.0
Human,62,ULM,Comprehensiveness,3.0
Human,62,ULM,Correctness,5.0
Human,62,ULM,Exclusiveness,5.0
Human,62,ULM,Explanation score,4.333333333333333
Human,62,ULM,Explicitness,3.6666666666666665
Human,62,ULM,Fairness,3.0
Human,62,ULM,Feedback,3.6666666666666665
Human,62,ULM,Fluency,5.0
Human,62,ULM,Focus,4.333333333333333
Human,62,ULM,Goal alignment,5.0
Human,62,ULM,Guess resistance,4.0
Human,62,ULM,Plausibility,4.0
Human,62,ULM,Reasoning,3.0
Human,62,ULM,Solvability,5.0
Human,63,QGval,Answer consistency,5.0
Human,63,QGval,Answerability,5.0
Human,63,QGval,Clarity,5.0
Human,63,QGval,Conciseness,4.666666666666667
Human,63,QGval,Consistency,5.0
Human,63,QGval,Fluency,5.0
Human,63,QGval,Relevance,5.0
Human,63,ULM,Absoluteness,5.0
Human,63,ULM,Completeness,5.0
Human,63,ULM,Comprehensiveness,3.0
Human,63,ULM,Correctness,5.0
Human,63,ULM,Exclusiveness,5.0
Human,63,ULM,Explanation score,4.666666666666667
Human,63,ULM,Explicitness,3.6666666666666665
Human,63,ULM,Fairness,3.0
Human,63,ULM,Feedback,3.6666666666666665
Human,63,ULM,Fluency,5.0
Human,63,ULM,Focus,4.333333333333333
Human,63,ULM,Goal alignment,5.0
Human,63,ULM,Guess resistance,4.0
Human,63,ULM,Plausibility,4.0
Human,63,ULM,Reasoning,3.0
Human,63,ULM,Solvability,5.0
Human,64,QGval,Answer consistency,5.0
Human,64,QGval,Answerability,5.0
Human,64,QGval,Clarity,5.0
Human,64,QGval,Conciseness,4.666666666666667
Human,64,QGval,Consistency,5.0
Human,64,QGval,Fluency,4.666666666666667
Human,64,QGval,Relevance,5.0
Human,64,ULM,Absoluteness,5.0
Human,64,ULM,Completeness,5.0
Human,64,ULM,Comprehensiveness,3.0
Human,64,ULM,Correctness,5.0
Human,64,ULM,Exclusiveness,5.0
Human,64,ULM,Explanation score,4.333333333333333
Human,64,ULM,Explicitness,3.6666666666666665
Human,64,ULM,Fairness,3.0
Human,64,ULM,Feedback,3.6666666666666665
Human,64,ULM,Fluency,4.666666666666667
Human,64,ULM,Focus,4.333333333333333
Human,64,ULM,Goal alignment,5.0
Human,64,ULM,Guess resistance,4.0
Human,64,ULM,Plausibility,4.0
Human,64,ULM,Reasoning,3.0
Human,64,ULM,Solvability,5.0
Human,65,QGval,Answer consistency,4.666666666666667
Human,65,QGval,Answerability,5.0
Human,65,QGval,Clarity,5.0
Human,65,QGval,Conciseness,5.0
Human,65,QGval,Consistency,5.0
Human,65,QGval,Fluency,5.0
Human,65,QGval,Relevance,5.0
Human,65,ULM,Absoluteness,5.0
Human,65,ULM,Completeness,5.0
Human,65,ULM,Comprehensiveness,1.6666666666666667
Human,65,ULM,Correctness,5.0
Human,65,ULM,Exclusiveness,5.0
Human,65,ULM,Explanation score,4.0
Human,65,ULM,Explicitness,3.6666666666666665
Human,65,ULM,Fairness,3.0
Human,65,ULM,Feedback,3.0
Human,65,ULM,Fluency,5.0
Human,65,ULM,Focus,4.333333333333333
Human,65,ULM,Goal alignment,5.0
Human,65,ULM,Guess resistance,4.0
Human,65,ULM,Plausibility,4.0
Human,65,ULM,Reasoning,1.6666666666666667
Human,65,ULM,Solvability,5.0
Human,66,QGval,Answer consistency,5.0
Human,66,QGval,Answerability,5.0
Human,66,QGval,Clarity,5.0
Human,66,QGval,Conciseness,5.0
Human,66,QGval,Consistency,5.0
Human,66,QGval,Fluency,5.0
Human,66,QGval,Relevance,5.0
Human,66,ULM,Absoluteness,5.0
Human,66,ULM,Completeness,5.0
Human,66,ULM,Comprehensiveness,1.6666666666666667
Human,66,ULM,Correctness,5.0
Human,66,ULM,Exclusiveness,5.0
Human,66,ULM,Explanation score,4.0
Human,66,ULM,Explicitness,3.6666666666666665
Human,66,ULM,Fairness,3.0
Human,66,ULM,Feedback,3.0
Human,66,ULM,Fluency,5.0
Human,66,ULM,Focus,4.333333333333333
Human,66,ULM,Goal alignment,5.0
Human,66,ULM,Guess resistance,4.0
Human,66,ULM,Plausibility,4.0
Human,66,ULM,Reasoning,1.6666666666666667
Human,66,ULM,Solvability,5.0
Human,67,QGval,Answer consistency,5.0
Human,67,QGval,Answerability,5.0
Human,67,QGval,Clarity,5.0
Human,67,QGval,Conciseness,5.0
Human,67,QGval,Consistency,5.0
Human,67,QGval,Fluency,5.0
Human,67,QGval,Relevance,5.0
Human,67,ULM,Absoluteness,5.0
Human,67,ULM,Completeness,5.0
Human,67,ULM,Comprehensiveness,1.6666666666666667
Human,67,ULM,Correctness,5.0
Human,67,ULM,Exclusiveness,5.0
Human,67,ULM,Explanation score,4.0
Human,67,ULM,Explicitness,3.6666666666666665
Human,67,ULM,Fairness,3.0
Human,67,ULM,Feedback,3.0
Human,67,ULM,Fluency,5.0
Human,67,ULM,Focus,4.333333333333333
Human,67,ULM,Goal alignment,5.0
Human,67,ULM,Guess resistance,4.0
Human,67,ULM,Plausibility,4.0
Human,67,ULM,Reasoning,1.6666666666666667
Human,67,ULM,Solvability,5.0
Human,68,QGval,Answer consistency,4.666666666666667
Human,68,QGval,Answerability,5.0
Human,68,QGval,Clarity,5.0
Human,68,QGval,Conciseness,4.666666666666667
Human,68,QGval,Consistency,5.0
Human,68,QGval,Fluency,5.0
Human,68,QGval,Relevance,5.0
Human,68,ULM,Absoluteness,4.666666666666667
Human,68,ULM,Completeness,5.0
Human,68,ULM,Comprehensiveness,2.3333333333333335
Human,68,ULM,Correctness,5.0
Human,68,ULM,Exclusiveness,5.0
Human,68,ULM,Explanation score,4.0
Human,68,ULM,Explicitness,3.3333333333333335
Human,68,ULM,Fairness,3.0
Human,68,ULM,Feedback,3.3333333333333335
Human,68,ULM,Fluency,5.0
Human,68,ULM,Focus,4.0
Human,68,ULM,Goal alignment,5.0
Human,68,ULM,Guess resistance,3.6666666666666665
Human,68,ULM,Plausibility,4.333333333333333
Human,68,ULM,Reasoning,2.0
Human,68,ULM,Solvability,5.0
Human,69,QGval,Answer consistency,4.666666666666667
Human,69,QGval,Answerability,5.0
Human,69,QGval,Clarity,5.0
Human,69,QGval,Conciseness,5.0
Human,69,QGval,Consistency,5.0
Human,69,QGval,Fluency,4.666666666666667
Human,69,QGval,Relevance,5.0
Human,69,ULM,Absoluteness,4.666666666666667
Human,69,ULM,Completeness,5.0
Human,69,ULM,Comprehensiveness,2.3333333333333335
Human,69,ULM,Correctness,5.0
Human,69,ULM,Exclusiveness,5.0
Human,69,ULM,Explanation score,4.0
Human,69,ULM,Explicitness,3.3333333333333335
Human,69,ULM,Fairness,3.0
Human,69,ULM,Feedback,3.3333333333333335
Human,69,ULM,Fluency,4.666666666666667
Human,69,ULM,Focus,4.0
Human,69,ULM,Goal alignment,5.0
Human,69,ULM,Guess resistance,3.6666666666666665
Human,69,ULM,Plausibility,4.333333333333333
Human,69,ULM,Reasoning,2.0
Human,69,ULM,Solvability,5.0
Human,70,QGval,Answer consistency,4.666666666666667
Human,70,QGval,Answerability,5.0
Human,70,QGval,Clarity,5.0
Human,70,QGval,Conciseness,5.0
Human,70,QGval,Consistency,5.0
Human,70,QGval,Fluency,5.0
Human,70,QGval,Relevance,5.0
Human,70,ULM,Absoluteness,4.666666666666667
Human,70,ULM,Completeness,5.0
Human,70,ULM,Comprehensiveness,2.6666666666666665
Human,70,ULM,Correctness,5.0
Human,70,ULM,Exclusiveness,5.0
Human,70,ULM,Explanation score,4.333333333333333
Human,70,ULM,Explicitness,3.3333333333333335
Human,70,ULM,Fairness,3.0
Human,70,ULM,Feedback,3.6666666666666665
Human,70,ULM,Fluency,5.0
Human,70,ULM,Focus,4.0
Human,70,ULM,Goal alignment,5.0
Human,70,ULM,Guess resistance,3.6666666666666665
Human,70,ULM,Plausibility,4.333333333333333
Human,70,ULM,Reasoning,2.3333333333333335
Human,70,ULM,Solvability,5.0
MAS,1,QGval,Answer consistency,5.0
MAS,1,QGval,Answerability,5.0
MAS,1,QGval,Clarity,5.0
MAS,1,QGval,Conciseness,5.0
MAS,1,QGval,Consistency,5.0
MAS,1,QGval,Fluency,5.0
MAS,1,QGval,Relevance,5.0
MAS,1,ULM,Absoluteness,5.0
MAS,1,ULM,Completeness,5.0
MAS,1,ULM,Comprehensiveness,1.6666666666666667
MAS,1,ULM,Correctness,5.0
MAS,1,ULM,Exclusiveness,5.0
MAS,1,ULM,Explanation score,4.333333333333333
MAS,1,ULM,Explicitness,3.3333333333333335
MAS,1,ULM,Fairness,3.0
MAS,1,ULM,Feedback,4.0
MAS,1,ULM,Fluency,5.0
MAS,1,ULM,Focus,4.333333333333333
MAS,1,ULM,Goal alignment,5.0
MAS,1,ULM,Guess resistance,4.333333333333333
MAS,1,ULM,Plausibility,3.6666666666666665
MAS,1,ULM,Reasoning,1.3333333333333333
MAS,1,ULM,Solvability,5.0
MAS,2,QGval,Answer consistency,5.0
MAS,2,QGval,Answerability,5.0
MAS,2,QGval,Clarity,5.0
MAS,2,QGval,Conciseness,5.0
MAS,2,QGval,Consistency,5.0
MAS,2,QGval,Fluency,5.0
MAS,2,QGval,Relevance,5.0
MAS,2,ULM,Absoluteness,5.0
MAS,2,ULM,Completeness,3.6666666666666665
MAS,2,ULM,Comprehensiveness,1.6666666666666667
MAS,2,ULM,Correctness,5.0
MAS,2,ULM,Exclusiveness,5.0
MAS,2,ULM,Explanation score,3.6666666666666665
MAS,2,ULM,Explicitness,3.3333333333333335
MAS,2,ULM,Fairness,3.0
MAS,2,ULM,Feedback,3.3333333333333335
MAS,2,ULM,Fluency,5.0
MAS,2,ULM,Focus,4.333333333333333
MAS,2,ULM,Goal alignment,4.333333333333333
MAS,2,ULM,Guess resistance,4.333333333333333
MAS,2,ULM,Plausibility,3.3333333333333335
MAS,2,ULM,Reasoning,1.3333333333333333
MAS,2,ULM,Solvability,5.0
MAS,3,QGval,Answer consistency,5.0
MAS,3,QGval,Answerability,5.0
MAS,3,QGval,Clarity,5.0
MAS,3,QGval,Conciseness,5.0
MAS,3,QGval,Consistency,5.0
MAS,3,QGval,Fluency,5.0
MAS,3,QGval,Relevance,5.0
MAS,3,ULM,Absoluteness,5.0
MAS,3,ULM,Completeness,3.6666666666666665
MAS,3,ULM,Comprehensiveness,3.0
MAS,3,ULM,Correctness,5.0
MAS,3,ULM,Exclusiveness,5.0
MAS,3,ULM,Explanation score,4.333333333333333
MAS,3,ULM,Explicitness,3.3333333333333335
MAS,3,ULM,Fairness,3.0
MAS,3,ULM,Feedback,4.0
MAS,3,ULM,Fluency,5.0
MAS,3,ULM,Focus,4.333333333333333
MAS,3,ULM,Goal alignment,4.333333333333333
MAS,3,ULM,Guess resistance,4.333333333333333
MAS,3,ULM,Plausibility,4.333333333333333
MAS,3,ULM,Reasoning,2.3333333333333335
MAS,3,ULM,Solvability,5.0
MAS,4,QGval,Answer consistency,5.0
MAS,4,QGval,Answerability,5.0
MAS,4,QGval,Clarity,5.0
MAS,4,QGval,Conciseness,5.0
MAS,4,QGval,Consistency,5.0
MAS,4,QGval,Fluency,5.0
MAS,4,QGval,Relevance,5.0
MAS,4,ULM,Absoluteness,5.0
MAS,4,ULM,Completeness,5.0
MAS,4,ULM,Comprehensiveness,2.0
MAS,4,ULM,Correctness,5.0
MAS,4,ULM,Exclusiveness,4.333333333333333
MAS,4,ULM,Explanation score,4.333333333333333
MAS,4,ULM,Explicitness,3.3333333333333335
MAS,4,ULM,Fairness,3.0
MAS,4,ULM,Feedback,4.0
MAS,4,ULM,Fluency,5.0
MAS,4,ULM,Focus,4.333333333333333
MAS,4,ULM,Goal alignment,5.0
MAS,4,ULM,Guess resistance,4.333333333333333
MAS,4,ULM,Plausibility,3.3333333333333335
MAS,4,ULM,Reasoning,1.3333333333333333
MAS,4,ULM,Solvability,5.0
MAS,5,QGval,Answer consistency,5.0
MAS,5,QGval,Answerability,5.0
MAS,5,QGval,Clarity,5.0
MAS,5,QGval,Conciseness,5.0
MAS,5,QGval,Consistency,5.0
MAS,5,QGval,Fluency,5.0
MAS,5,QGval,Relevance,5.0
MAS,5,ULM,Absoluteness,5.0
MAS,5,ULM,Completeness,3.6666666666666665
MAS,5,ULM,Comprehensiveness,2.0
MAS,5,ULM,Correctness,5.0
MAS,5,ULM,Exclusiveness,5.0
MAS,5,ULM,Explanation score,3.6666666666666665
MAS,5,ULM,Explicitness,3.3333333333333335
MAS,5,ULM,Fairness,3.0
MAS,5,ULM,Feedback,3.3333333333333335
MAS,5,ULM,Fluency,5.0
MAS,5,ULM,Focus,4.333333333333333
MAS,5,ULM,Goal alignment,4.333333333333333
MAS,5,ULM,Guess resistance,4.333333333333333
MAS,5,ULM,Plausibility,4.0
MAS,5,ULM,Reasoning,1.3333333333333333
MAS,5,ULM,Solvability,5.0
MAS,6,QGval,Answer consistency,5.0
MAS,6,QGval,Answerability,5.0
MAS,6,QGval,Clarity,5.0
MAS,6,QGval,Conciseness,5.0
MAS,6,QGval,Consistency,5.0
MAS,6,QGval,Fluency,5.0
MAS,6,QGval,Relevance,5.0
MAS,6,ULM,Absoluteness,5.0
MAS,6,ULM,Completeness,3.6666666666666665
MAS,6,ULM,Comprehensiveness,2.3333333333333335
MAS,6,ULM,Correctness,5.0
MAS,6,ULM,Exclusiveness,5.0
MAS,6,ULM,Explanation score,4.333333333333333
MAS,6,ULM,Explicitness,3.3333333333333335
MAS,6,ULM,Fairness,3.0
MAS,6,ULM,Feedback,4.0
MAS,6,ULM,Fluency,5.0
MAS,6,ULM,Focus,4.333333333333333
MAS,6,ULM,Goal alignment,4.333333333333333
MAS,6,ULM,Guess resistance,4.333333333333333
MAS,6,ULM,Plausibility,4.0
MAS,6,ULM,Reasoning,2.0
MAS,6,ULM,Solvability,5.0
MAS,7,QGval,Answer consistency,5.0
MAS,7,QGval,Answerability,5.0
MAS,7,QGval,Clarity,5.0
MAS,7,QGval,Conciseness,4.666666666666667
MAS,7,QGval,Consistency,5.0
MAS,7,QGval,Fluency,5.0
MAS,7,QGval,Relevance,5.0
MAS,7,ULM,Absoluteness,5.0
MAS,7,ULM,Completeness,5.0
MAS,7,ULM,Comprehensiveness,1.6666666666666667
MAS,7,ULM,Correctness,5.0
MAS,7,ULM,Exclusiveness,4.333333333333333
MAS,7,ULM,Explanation score,4.333333333333333
MAS,7,ULM,Explicitness,3.0
MAS,7,ULM,Fairness,3.0
MAS,7,ULM,Feedback,4.0
MAS,7,ULM,Fluency,5.0
MAS,7,ULM,Focus,4.333333333333333
MAS,7,ULM,Goal alignment,5.0
MAS,7,ULM,Guess resistance,4.333333333333333
MAS,7,ULM,Plausibility,4.0
MAS,7,ULM,Reasoning,1.3333333333333333
MAS,7,ULM,Solvability,5.0
MAS,8,QGval,Answer consistency,5.0
MAS,8,QGval,Answerability,5.0
MAS,8,QGval,Clarity,5.0
MAS,8,QGval,Conciseness,5.0
MAS,8,QGval,Consistency,5.0
MAS,8,QGval,Fluency,5.0
MAS,8,QGval,Relevance,5.0
MAS,8,ULM,Absoluteness,5.0
MAS,8,ULM,Completeness,5.0
MAS,8,ULM,Comprehensiveness,3.0
MAS,8,ULM,Correctness,5.0
MAS,8,ULM,Exclusiveness,5.0
MAS,8,ULM,Explanation score,4.333333333333333
MAS,8,ULM,Explicitness,3.3333333333333335
MAS,8,ULM,Fairness,3.0
MAS,8,ULM,Feedback,4.0
MAS,8,ULM,Fluency,5.0
MAS,8,ULM,Focus,4.333333333333333
MAS,8,ULM,Goal alignment,5.0
MAS,8,ULM,Guess resistance,4.333333333333333
MAS,8,ULM,Plausibility,4.0
MAS,8,ULM,Reasoning,3.0
MAS,8,ULM,Solvability,5.0
MAS,9,QGval,Answer consistency,5.0
MAS,9,QGval,Answerability,5.0
MAS,9,QGval,Clarity,5.0
MAS,9,QGval,Conciseness,4.666666666666667
MAS,9,QGval,Consistency,5.0
MAS,9,QGval,Fluency,4.666666666666667
MAS,9,QGval,Relevance,5.0
MAS,9,ULM,Absoluteness,5.0
MAS,9,ULM,Completeness,5.0
MAS,9,ULM,Comprehensiveness,3.6666666666666665
MAS,9,ULM,Correctness,5.0
MAS,9,ULM,Exclusiveness,5.0
MAS,9,ULM,Explanation score,4.333333333333333
MAS,9,ULM,Explicitness,3.3333333333333335
MAS,9,ULM,Fairness,3.0
MAS,9,ULM,Feedback,4.0
MAS,9,ULM,Fluency,4.666666666666667
MAS,9,ULM,Focus,4.333333333333333
MAS,9,ULM,Goal alignment,4.0
MAS,9,ULM,Guess resistance,4.666666666666667
MAS,9,ULM,Plausibility,4.666666666666667
MAS,9,ULM,Reasoning,3.0
MAS,9,ULM,Solvability,5.0
MAS,10,QGval,Answer consistency,5.0
MAS,10,QGval,Answerability,5.0
MAS,10,QGval,Clarity,5.0
MAS,10,QGval,Conciseness,5.0
MAS,10,QGval,Consistency,5.0
MAS,10,QGval,Fluency,5.0
MAS,10,QGval,Relevance,5.0
MAS,10,ULM,Absoluteness,5.0
MAS,10,ULM,Completeness,5.0
MAS,10,ULM,Comprehensiveness,4.0
MAS,10,ULM,Correctness,5.0
MAS,10,ULM,Exclusiveness,5.0
MAS,10,ULM,Explanation score,4.333333333333333
MAS,10,ULM,Explicitness,3.3333333333333335
MAS,10,ULM,Fairness,3.0
MAS,10,ULM,Feedback,4.0
MAS,10,ULM,Fluency,5.0
MAS,10,ULM,Focus,4.0
MAS,10,ULM,Goal alignment,5.0
MAS,10,ULM,Guess resistance,5.0
MAS,10,ULM,Plausibility,5.0
MAS,10,ULM,Reasoning,3.0
MAS,10,ULM,Solvability,5.0
MAS,11,QGval,Answer consistency,5.0
MAS,11,QGval,Answerability,5.0
MAS,11,QGval,Clarity,5.0
MAS,11,QGval,Conciseness,5.0
MAS,11,QGval,Consistency,5.0
MAS,11,QGval,Fluency,5.0
MAS,11,QGval,Relevance,5.0
MAS,11,ULM,Absoluteness,5.0
MAS,11,ULM,Completeness,5.0
MAS,11,ULM,Comprehensiveness,3.6666666666666665
MAS,11,ULM,Correctness,5.0
MAS,11,ULM,Exclusiveness,5.0
MAS,11,ULM,Explanation score,4.333333333333333
MAS,11,ULM,Explicitness,3.3333333333333335
MAS,11,ULM,Fairness,3.0
MAS,11,ULM,Feedback,4.0
MAS,11,ULM,Fluency,5.0
MAS,11,ULM,Focus,4.333333333333333
MAS,11,ULM,Goal alignment,5.0
MAS,11,ULM,Guess resistance,5.0
MAS,11,ULM,Plausibility,4.0
MAS,11,ULM,Reasoning,3.0
MAS,11,ULM,Solvability,5.0
MAS,12,QGval,Answer consistency,5.0
MAS,12,QGval,Answerability,5.0
MAS,12,QGval,Clarity,5.0
MAS,12,QGval,Conciseness,5.0
MAS,12,QGval,Consistency,5.0
MAS,12,QGval,Fluency,5.0
MAS,12,QGval,Relevance,5.0
MAS,12,ULM,Absoluteness,5.0
MAS,12,ULM,Completeness,5.0
MAS,12,ULM,Comprehensiveness,4.0
MAS,12,ULM,Correctness,5.0
MAS,12,ULM,Exclusiveness,5.0
MAS,12,ULM,Explanation score,4.333333333333333
MAS,12,ULM,Explicitness,3.3333333333333335
MAS,12,ULM,Fairness,3.0
MAS,12,ULM,Feedback,4.0
MAS,12,ULM,Fluency,5.0
MAS,12,ULM,Focus,4.333333333333333
MAS,12,ULM,Goal alignment,5.0
MAS,12,ULM,Guess resistance,5.0
MAS,12,ULM,Plausibility,4.333333333333333
MAS,12,ULM,Reasoning,3.0
MAS,12,ULM,Solvability,5.0
MAS,13,QGval,Answer consistency,5.0
MAS,13,QGval,Answerability,5.0
MAS,13,QGval,Clarity,5.0
MAS,13,QGval,Conciseness,4.0
MAS,13,QGval,Consistency,5.0
MAS,13,QGval,Fluency,5.0
MAS,13,QGval,Relevance,5.0
MAS,13,ULM,Absoluteness,4.333333333333333
MAS,13,ULM,Completeness,5.0
MAS,13,ULM,Comprehensiveness,4.666666666666667
MAS,13,ULM,Correctness,5.0
MAS,13,ULM,Exclusiveness,5.0
MAS,13,ULM,Explanation score,4.333333333333333
MAS,13,ULM,Explicitness,3.0
MAS,13,ULM,Fairness,3.0
MAS,13,ULM,Feedback,4.0
MAS,13,ULM,Fluency,5.0
MAS,13,ULM,Focus,5.0
MAS,13,ULM,Goal alignment,4.0
MAS,13,ULM,Guess resistance,4.0
MAS,13,ULM,Plausibility,4.0
MAS,13,ULM,Reasoning,3.6666666666666665
MAS,13,ULM,Solvability,5.0
MAS,14,QGval,Answer consistency,5.0
MAS,14,QGval,Answerability,5.0
MAS,14,QGval,Clarity,5.0
MAS,14,QGval,Conciseness,5.0
MAS,14,QGval,Consistency,5.0
MAS,14,QGval,Fluency,5.0
MAS,14,QGval,Relevance,5.0
MAS,14,ULM,Absoluteness,5.0
MAS,14,ULM,Completeness,5.0
MAS,14,ULM,Comprehensiveness,4.0
MAS,14,ULM,Correctness,5.0
MAS,14,ULM,Exclusiveness,5.0
MAS,14,ULM,Explanation score,4.333333333333333
MAS,14,ULM,Explicitness,3.3333333333333335
MAS,14,ULM,Fairness,3.0
MAS,14,ULM,Feedback,4.0
MAS,14,ULM,Fluency,5.0
MAS,14,ULM,Focus,4.333333333333333
MAS,14,ULM,Goal alignment,5.0
MAS,14,ULM,Guess resistance,4.333333333333333
MAS,14,ULM,Plausibility,4.0
MAS,14,ULM,Reasoning,3.6666666666666665
MAS,14,ULM,Solvability,5.0
MAS,15,QGval,Answer consistency,5.0
MAS,15,QGval,Answerability,5.0
MAS,15,QGval,Clarity,5.0
MAS,15,QGval,Conciseness,4.666666666666667
MAS,15,QGval,Consistency,5.0
MAS,15,QGval,Fluency,5.0
MAS,15,QGval,Relevance,5.0
MAS,15,ULM,Absoluteness,5.0
MAS,15,ULM,Completeness,5.0
MAS,15,ULM,Comprehensiveness,3.0
MAS,15,ULM,Correctness,5.0
MAS,15,ULM,Exclusiveness,5.0
MAS,15,ULM,Explanation score,4.333333333333333
MAS,15,ULM,Explicitness,3.3333333333333335
MAS,15,ULM,Fairness,3.0
MAS,15,ULM,Feedback,4.0
MAS,15,ULM,Fluency,5.0
MAS,15,ULM,Focus,4.333333333333333
MAS,15,ULM,Goal alignment,4.333333333333333
MAS,15,ULM,Guess resistance,4.333333333333333
MAS,15,ULM,Plausibility,4.666666666666667
MAS,15,ULM,Reasoning,2.6666666666666665
MAS,15,ULM,Solvability,5.0
MAS,16,QGval,Answer consistency,5.0
MAS,16,QGval,Answerability,5.0
MAS,16,QGval,Clarity,5.0
MAS,16,QGval,Conciseness,5.0
MAS,16,QGval,Consistency,5.0
MAS,16,QGval,Fluency,5.0
MAS,16,QGval,Relevance,5.0
MAS,16,ULM,Absoluteness,5.0
MAS,16,ULM,Completeness,5.0
MAS,16,ULM,Comprehensiveness,3.3333333333333335
MAS,16,ULM,Correctness,5.0
MAS,16,ULM,Exclusiveness,5.0
MAS,16,ULM,Explanation score,4.333333333333333
MAS,16,ULM,Explicitness,3.0
MAS,16,ULM,Fairness,3.0
MAS,16,ULM,Feedback,4.0
MAS,16,ULM,Fluency,5.0
MAS,16,ULM,Focus,4.333333333333333
MAS,16,ULM,Goal alignment,5.0
MAS,16,ULM,Guess resistance,5.0
MAS,16,ULM,Plausibility,4.666666666666667
MAS,16,ULM,Reasoning,2.6666666666666665
MAS,16,ULM,Solvability,5.0
MAS,17,QGval,Answer consistency,5.0
MAS,17,QGval,Answerability,5.0
MAS,17,QGval,Clarity,5.0
MAS,17,QGval,Conciseness,4.0
MAS,17,QGval,Consistency,5.0
MAS,17,QGval,Fluency,4.666666666666667
MAS,17,QGval,Relevance,5.0
MAS,17,ULM,Absoluteness,5.0
MAS,17,ULM,Completeness,5.0
MAS,17,ULM,Comprehensiveness,4.0
MAS,17,ULM,Correctness,5.0
MAS,17,ULM,Exclusiveness,5.0
MAS,17,ULM,Explanation score,4.333333333333333
MAS,17,ULM,Explicitness,3.3333333333333335
MAS,17,ULM,Fairness,3.0
MAS,17,ULM,Feedback,4.0
MAS,17,ULM,Fluency,4.666666666666667
MAS,17,ULM,Focus,4.333333333333333
MAS,17,ULM,Goal alignment,5.0
MAS,17,ULM,Guess resistance,4.0
MAS,17,ULM,Plausibility,4.0
MAS,17,ULM,Reasoning,3.0
MAS,17,ULM,Solvability,5.0
MAS,18,QGval,Answer consistency,5.0
MAS,18,QGval,Answerability,5.0
MAS,18,QGval,Clarity,5.0
MAS,18,QGval,Conciseness,4.666666666666667
MAS,18,QGval,Consistency,5.0
MAS,18,QGval,Fluency,5.0
MAS,18,QGval,Relevance,5.0
MAS,18,ULM,Absoluteness,5.0
MAS,18,ULM,Completeness,5.0
MAS,18,ULM,Comprehensiveness,2.0
MAS,18,ULM,Correctness,5.0
MAS,18,ULM,Exclusiveness,4.333333333333333
MAS,18,ULM,Explanation score,4.333333333333333
MAS,18,ULM,Explicitness,3.3333333333333335
MAS,18,ULM,Fairness,3.0
MAS,18,ULM,Feedback,4.0
MAS,18,ULM,Fluency,5.0
MAS,18,ULM,Focus,4.333333333333333
MAS,18,ULM,Goal alignment,4.333333333333333
MAS,18,ULM,Guess resistance,4.333333333333333
MAS,18,ULM,Plausibility,4.0
MAS,18,ULM,Reasoning,2.3333333333333335
MAS,18,ULM,Solvability,5.0
MAS,19,QGval,Answer consistency,5.0
MAS,19,QGval,Answerability,5.0
MAS,19,QGval,Clarity,5.0
MAS,19,QGval,Conciseness,4.666666666666667
MAS,19,QGval,Consistency,5.0
MAS,19,QGval,Fluency,5.0
MAS,19,QGval,Relevance,5.0
MAS,19,ULM,Absoluteness,5.0
MAS,19,ULM,Completeness,5.0
MAS,19,ULM,Comprehensiveness,2.3333333333333335
MAS,19,ULM,Correctness,5.0
MAS,19,ULM,Exclusiveness,4.333333333333333
MAS,19,ULM,Explanation score,4.333333333333333
MAS,19,ULM,Explicitness,3.3333333333333335
MAS,19,ULM,Fairness,3.0
MAS,19,ULM,Feedback,4.0
MAS,19,ULM,Fluency,5.0
MAS,19,ULM,Focus,4.333333333333333
MAS,19,ULM,Goal alignment,4.333333333333333
MAS,19,ULM,Guess resistance,4.333333333333333
MAS,19,ULM,Plausibility,4.0
MAS,19,ULM,Reasoning,2.3333333333333335
MAS,19,ULM,Solvability,5.0
MAS,20,QGval,Answer consistency,5.0
MAS,20,QGval,Answerability,5.0
MAS,20,QGval,Clarity,5.0
MAS,20,QGval,Conciseness,5.0
MAS,20,QGval,Consistency,5.0
MAS,20,QGval,Fluency,5.0
MAS,20,QGval,Relevance,5.0
MAS,20,ULM,Absoluteness,5.0
MAS,20,ULM,Completeness,5.0
MAS,20,ULM,Comprehensiveness,4.0
MAS,20,ULM,Correctness,5.0
MAS,20,ULM,Exclusiveness,5.0
MAS,20,ULM,Explanation score,4.333333333333333
MAS,20,ULM,Explicitness,3.3333333333333335
MAS,20,ULM,Fairness,3.0
MAS,20,ULM,Feedback,4.0
MAS,20,ULM,Fluency,5.0
MAS,20,ULM,Focus,4.333333333333333
MAS,20,ULM,Goal alignment,5.0
